Title,Article,Date,URL,Label
Само масово ваксиниране може да предотврати нова ковид вълна още през лятото,Дневник събра мнения на специалисти от БНР и Фейсбук за задаващата се нова вълна на коронавируса и забавената ваксинация. В момента индийският Делта вариант е заплахата в Европа^ той вече беше регистриран и в България.Д-р Цветелина Спиридонова^ изпълнителен директор на пазарджишката болница Хигия:Новият вариант на вируса настъпва. Заради малкия брой ваксинирани държавата ни бързо ще влезе в нова вълна. Всеки^ който отказва да се ваксинира^ става вектор на заболяването. И този вектор обръща болестта към нашите деца^ защото Делта вариантът засяга повече младите хора. Всеки неваксиниран е съучастник в разпространението на пандемията^ ние не живеем изолирано.Доц. Любомира Николаева-Гломб^ вирусолог^ Национален център за заразни и паразитни заболявания:Всички сме в очакване на нова вълна^ защото това е естественият ход на едно инфекциозно заболяване. Всяка вълна в инфекциозните болести се овладява най-добре с ваксиниране на повече хора.Във вирусологичен аспект всеки патогенен за човека вирус е проблем. Всеки вирус е посвоему значим. Делта вариантът много по-лесно се пренася^ тоест по-малко вирусни частици са достатъчни^ за да предизвикат инфектиране на индивида. При Бета варианта антителата от предишно боледуване или от ваксинация не са достатъчно ефективни^ за да предпазят от инфектиране.Имаме едно непрекъснато повишаване на заразността на вируса. Няма научни данни^ които да покажат^ че вирусът протича по-леко^ вниманието ни към вируса трябва да продължи да бъде изострено.Слабият интерес от страна на хората към ваксинацията се дължи на подхождането към епидемията по-скоро политически.Доц. Ангел Кунчев^ държавен здравен инспектор:До септември Делта вариантът на коронавируса ще доминира в България и Западна Европа. Той би предизвикал нова вълна^ ако дотогава не се появи още по-нов вариант.Новият вариант^ който ще предизвиква оттук нататък заболеваемостта^ ще бъде Делта вариантът^ евентуално до появата на още по-нов. Първо^ засяга по-ниска възрастова група. 60% е по-заразен. Това^ което може да предотврати вълната^ е високо имунизационно покритие.Нови по-строги мерки ще има само ако случаите на заразени^ без значение от щама^ се увеличат драстично.Д-р Цветелина Великова^ имунолог:Пандемията ще свърши^ когато няма вече уязвимо население^ което може да се разболее. Първоначално бяха посочени 70% от населението за т.нар. стаден имунитет заради чисто психологическия ефект^ но всъщност трябва над 90 на сто от хората да са имали контакт с вируса.Със слабия интерес към ваксинацията у нас най-притеснителното е^ че можем да повторим лошия опит на други държави^ в които заболяването се измести сред млади и сред деца. Това би станало^ ако все още голяма част от децата под 18-годишна възраст не бъдат ваксинирани^ защото те остават най-уязвими.Делта вариантът на коронавируса е доста опасен за Европа^ а може би ние ще сме от най-уязвимите.Проф. Илко Гетов^ представител на България в Европейската агенция по лекарствата (ЕМА):Наесен два пъти по-тежко ще пострадаме от Делта варианта на коронавируса заради ниския процент на ваксинираните у нас. Това е въпрос на национална сигурност и на национална отговорност. Тези^ които насаждаха в обществото мнението за вредните ваксини^ за чипирането^ за всякакви небивалици^ те трябва да носят отговорност може би.Ваксините са ефикасни срещу всички известни досега варианти. Има голяма статия във влиятелното списание Nature^ в която категорично се твърди^ че след поставена иРНК ваксина имунитетът вероятно ще е доживот. Но със сигурност имунитетът с такава ваксина е една година и ако човек се зарази^ ще изкара много леко заболяването.Очакванията са в началото на септември^ след началото на новата учебна година и с промяната на времето отново да имаме и четвърта вълна. Случайно прочетох^ че очакваме вариантите да достигнат до Омега. Няма страшно в това^ вирусът е създаден да се променя^ когато търси начин да оцелее.Лятото е най-благоприятният момент за ваксиниране. Има прочуване^ че и при миксирането на ваксини се създава добър и траен имунитет. Обсъждат се варианти за бустерна доза - тя да бъде със същата ваксина или да е с подобрен вариант. Тези^ които са преболедували и са се ваксинирали^ те са най-добре защитени.В края на юли се очаква решението на ЕМА ваксината на Модерна да се прилага и при деца на възраст от 12 до 15 години. Обсъждан е вариант за препоръка за миксиране на ваксините.Георги Маринов^ Департамент по генетика в Университета в Станфорд:Тенденцията при SARS коронавирусите е да еволюират към по-опасни^ а не към по-безобидни. В момента си играем много опасна игра с този. Както е опитът от предишния SARS вирус и както наблюдаваме вече 18 месеца в реалния живот^ тенденцията на тези вируси^ SARS коронавирусите^ е да еволюират към по-опасни^ а не към по-безобидни.Данните показват недвусмислено^ че със сегашните ваксини след 6-8 месеца неутрализационната активност спрямо най-дивергиралите до момента щамове - южноафриканския и танзанийския^ е почти нулева и човек трябва да се ваксинира отново. Който се е ваксинирал януари^ да се ваксинира отново септември-октомври.Антигенно различните варианти на вируса могат да се окажат проблем за ваксините. Ще е проблем да се създават ваксини^ специфични за всеки един от тях. Най-вероятно ще трябва да се задоволим с по-малка ефективност на ваксината^ но с използване на оригиналната ваксина. Тя ще дава най-широка защита спрямо всички съществуващи варианти.В бъдеще ще се работи върху т.нар. панкоронавирусни ваксини^ оптимистично това ще се случи към края на 2022 г. и началото на 2023-та.Това е вторият SARS вирус в човешката популация. Първият е бил изучаван много внимателно^ например с експерименти за серийно предаване при мишки. В началото на този експеримент вирусът е бил безобиден за мишките^ но след многократни серийни предавания - 15 до 30^ е еволюирал в летален за тези животни.Ние реално в момента чрез отказа си да спрем трансмисията повтаряме този експеримент с човешката популация.Ваксинацията е мощно оръжие за редуциране на трансмисията и за евентуалното елиминиране на вируса. Но самата ваксинация може като нищо да селектира много по-смъртоносен вирус. Има такива примери^ класически.Например с болест по кокошките в миналото^ при която ваксинация е довела до превръщането й в летална. В началото тя е убивала 1-2% от заразените кокошки през 60-те години. След появата на ефективна^ но нестерилизираща ваксина през 70-те^ кокошките били предпазени от тежко заболяване^ но не и от предаване. И в рамките на няколко десетилетия чрез това серийно предаване и селективния начин^ който самата ваксина е оказала^ се е стигнало дотам^ че вирусът е станал 100% летален. Ваксината до момента е ефективна^ кокошките^ при които тя работи^ не се разболяват тежко^ но при тези кокошки^ които не са ваксинирани^ вирусът е 100% летален. Този пример показва^ че под селективното въздействие на ваксините определени вируси в миналото са еволюирали към много по-опасни.Д-р Аспарух Илиев^ ръководител на лаборатория по инфекции на мозъка в Университета в Берн:Коронавирусът еволюира към по-опасни варианти и това е нормално - по-опасни са вариантите^ които се и разпространяват по-бързо. Няма обаче никакви^ нулеви данни ваксините да стимулират този процес на влошаващи се мутации. В противен случай основните мутации щяха да произхождат от най-ваксинираните райони на света^ а това не е така.Досега няма нито един човешки пример за ваксина^ която да стимулира мутациите на вирус в негативна посока. Има един пример в животинския свят - болестта на Марек при домашни птици^ която с времето е довела до негативни мутации на вируса^ правейки го по-опасен за неваксинирани животни.Ваксината за болестта на Марек обаче е различна от ваксините за Ковид по една проста причина - тя не потиска разпространението на вируса на тази болест по никакъв начин^ за разлика от ваксините против Ковид^ които значително намаляват разпространението на болестта. Освен това типът ваксини и пр. са коренно различни.Така че спокойствие и без излишни шашкания.Акад. Богдан Петрунов^ имунолог:Възможно е да има нова вълна на COVID-19 и през лятото. Поради голяма изменчивост на коронавируса ще се появяват и много нови други варианти освен вече известните. Това е нормално биологично явление и не трябва да поражда страхове^ а по-голяма лична отговорност: да има съзнание към мерките^ които трябва да се спазват^ а най-важната е ваксинацията.Ако имаме достатъчно имунизационно покритие^ дори и нова вълна няма да донесе съществени поражения. Ваксините^ които имаме като оръжие^ в значителна степен са ефективни и срещу Делта варианта.Предпазните мерки трябва да бъдат стриктно спазвани. Навсякъде в света се счита за задължително носенето на маски. По мнението на всички световни специалисти е така. Дистанция^ носене на маски на обществени места и в закрити помещения.Свободата^ която в България си даваме през лятото^ няма да е полезна и ще доведе до увеличаване на случаите на заразени с коронавируса. Не трябва да смятаме^ че вече епидемията е минала^ вече всичко е наред и да тръгваме по курорти и масови събирания.Проф. Николай Витанов^ математик от БАН^ член на Националния оперативен щаб:Все още имаме време^ за да реагираме превантивно срещу Дeлта варианта на коронавируса. У нас той работи подмолно^ но все още не се е проявил^ за да създаде големи клъстери^ които да се забелязват^ и все още не е успял да измести текущия вариант - английския^ който причини последната вълна.Проблемът е^ че Делта вариантът се внася в немалки размери отвън и в един момент ще започне да действа. Пред него обаче има две препятствия - опитната вече система на РЗИ^ която би могла да го изолира и да спре клъстерите - нещо^ което успешно прави засега. Спира го и това^ че има друга господстваща версия на вируса - английската^ която не е успял да измести.Ще му трябва време да се справи с тези две препятствия. Да измести английския вариант ще му трябват около 4 седмици^ да преодолее защитата на РЗИ-тата ще му трябват 2-3 седмици. Тоест до края на август няма да успее да направи кой знае какви големи поражения. След това обаче ще дойде септември и ще се създаде благоприятна среда за развитието му.Ваксинацията е единственото нещо^ което ще ни предпази от неприятности през септември.,30.06.21,https://www.dnevnik.bg/analizi/2021/06/30/4225998_samo_masovo_vaksinirane_moje_da_predotvrati_nova_kovid/,0
Последиците от фалшивите сертификати за ваксиниране срещу COVID-19,Текстът е препубликуван от страницата на адвокат Силвия Петкова.Постепенното облекчаване на повечето рестриктивни мерки в полза на притежателите на цифров COVID сертификат на ЕС доведе до повишаване на търсенето на тези документи^ но на т. нар. черен пазар чрез получаване на фалшив сертификат за отрицателен резултат от проведено изследване или за извършена ваксинация. Една част от причините се корени във все още скъпите тестове^ срещу които може да се получи такъв документ^ а друга част - в антивакс настроенията.Още в началото на юни германската полиция сформира специални екипи^ които да отговарят за борбата с разрастващата се търговия с фалшиви сертификати за ваксиниране срещу COVID-19. В началото на юли пък бяха установени данни за продажба на такива сертификати в т.нар. тъмна мрежа. В зависимост от държавата на предлагане цените на сертификатите започват от 20 €^ когато с тях се удостоверява отрицателен резултат от тест и достигат до 100-150 €^ когато с тях се удостоверява извършена ваксинация.Предвид мащабите на темата ще разгледаме накратко наказателноправния аспект на издаването и използването на фалшив сертификат за ваксиниране срещу COVID-19.Предлагане на фалшив сертификат за ваксиниране с квалификация измамаВ практиката се среща възможността за предлагане (напр. чрез обява в интернет) издаването на фалшив сертификат за ваксиниране срещу COVID-19 в замяна на определена сума пари. В обичайния случай жертвата плаща поисканата сума^ но не получава сертификат.При тези обстоятелства квалифицирането на деянието е сравнително безпроблемно - налице е класическа измама^ която се наказва с лишаване от свобода от една до шест години. В зависимост от това дали предлагащият се е представил за длъжностно лице^ той самият е такова лице или има предварителен сговор между две и повече лица^ наказанието може да достигне до осем години лишаване от свобода.Издаване на фалшив сертификат за ваксиниране^ въз основа на информация^ въведена от лекарПо доста по-сложен начин стоят нещата^ когато бъде издаден фалшив сертификат за ваксиниране^ без реално да бъде поставена ваксина.Накратко^ механизмът за издаване на цифров COVID сертификат на ЕС^ удостоверяващ завършена ваксинационна схема^ е следният:1. Попълва се и се подписва форма за предоставяне на информирано съгласие от пациента^ спрямо когото ще се приложи ваксината.2. Поставя се ваксина.Завършването на ваксинационната схема става с поставянето на втората доза при двудозовите ваксини и поставянето на единствена доза при еднодозовите ваксини.3. Лекарят въвежда необходимата информация в Националната здравно - информационна система^ която автоматично генерира сертификат въз основа на тази информация.В някои лечебни заведения^ правомощия за въвеждане на тази информация имат техните ръководители^ а в други такова правомощие имат и лекарите^ които не изпълняват ръководни функции.Фалшив сертификат^ издаден въз основа на информация^ въведена от ръководител на лечебното заведениеЛекарите^ упражняващи ръководни функции^ са длъжностни лица по смисъла на закона. В някои лечебни заведения именно ръководителите на лечебните заведения^ в това си качество^ имат правомощие да въвеждат информация относно поставена ваксина.Както беше посочено^ при цифровите COVID сертификати на ЕС не е налице същинско издаване^ а единствено въвеждане на информация^ въз основа на която сертификатът се генерира автоматично. Именно поради тази причина според мен въвеждането на невярна информация за осъществено ваксиниране без реално поставяне на ваксина^ не може да се квалифицира като документно престъпление^ извършено от длъжностно лице.В случая следва да се приеме^ че е налице класическо престъпление по служба^ извършено чрез нарушаване на служебни задължения с цел набавяне на имотна облага^ от което могат да възникнат немаловажни последици. Наказанието в този случай е лишаване от свобода до пет години^ като законът предвижда възможност за лишаване от право за упражняване на лекарска професия.Фалшив сертификат^ издаден въз основа на информация^ въведена от редови лекарВ повечето лечебни заведения^ със заповед на техния ръководител^ са определени лекари^ които не упражняват ръководни функции^ да извършват ваксинация. Тези лекари не са длъжностни лица по смисъла на закона. Механизмът на издаване на цифров COVID сертификат на ЕС^ удостоверяващ извършена ваксинация^ остава същият^ съответно не е налице същинско издаване на този документ.В случая^ при въвеждане на информация за завършена ваксинационна схема^ без това реално да се е случило^ ще бъде налице невярно документиране чрез снабдяване на пациента с лъжливо свидетелство за състоянието на здравето му. Това деяние се наказва с лишаване от свобода до две години или с пробация.Подправка на издаден сертификат^ удостоверяващ извършено ваксиниранеСнабдяването с фалшив сертификат за ваксиниране чрез подправка на съдържанието на вече издаден такъв истински документ (например въвеждане на чуждо име) е много малко вероятно да възникне като практическа хипотеза. Основната причина за това е^ че всеки цифров COVID сертификат на ЕС съдържа уникален QR код^ който при разчитане показва пълната информация за конкретния сертификат - имената на пациента^ датите на ваксиниране и вида на поставената ваксина. Според представители на Информационно обслужване АД този QR код не е възможно да бъде фалшифициран^ т.е. установяването на подправката ще бъде относително елементарно^ а извършването на престъплението в този вид - доста наивно.Въпреки това^ обаче^ ако все пак бъде извършено в този вид^ деянието се наказва с лишаване от свобода до три години.Използване на фалшив сертификат за ваксиниранеВажно е да се знае^ че съзнателното използване на документ с невярно съдържание^ каквото би представлявало представянето на фалшив сертификат за ваксиниране пред^ например^ граничните власти^ също съставлява престъпление.Съзнателно използване е налице тогава^ когато притежателят на фалшив сертификат знае^ че в него са отразени неверни данни за здравословното му състояние. Наказанието е този случай ще бъде лишаване от свобода до две години или пробация.Престъпление ще е налице и тогава^ когато пациент предлага имотна облага на ръководител на лечебно заведение или на лекар^ който не упражнява ръководни функции^ за да му бъде генериран сертификат за извършена ваксинация^ без реално поставяне на ваксина.Проблемът с реалното ангажиране на наказателна отговорностНа пръв поглед изглежда^ че реализирането на наказателна отговорност за въвеждането на невярна информация и използването на генерирания въз основа на тази информация фалшив сертификат подлежи на безусловно наказване.В практиката обаче^ за да се постигне осъдителна присъда^ необходимо е да се съберат достатъчно убедителни данни^ че конкретно лице е извършило конкретно престъпление. В коментирания случай ключов момент за ангажирането на наказателна отговорност ще бъде доказването на обстоятелството^ че реално ваксина не е поставена.Единствената косвена индикация при възникнало съмнение за извършването на подобно деяние^ ще бъде резултатът от потенциален тест за формирани антитела. Казвам косвена^ тъй като липсата на антитела може да е налице и поради невъзможност на конкретния пациент да формира такива.От друга страна^ спорният характер на деянията и на техните субекти в изключителна степен затруднява правната им квалификация^ което може да доведе до повдигане на неправилно квалифицирани наказателни обвинения.В заключениеВъвеждането на невярна информация за извършена ваксинация^ въз основа на която се генерира фалшив сертификат и използването на такъв сертификат^ разкриват изключително висока степен на обществена опасност. Това е така^ най-малко^ поради две причини.Първата причина се разкрива в това^ че един субект^ за който няма реални данни относно липсата на заболяване или за наличието на приложен медикамент^ който в значителна степен го предпазва от заразяване^ сам по себе си представлява опасност за общественото здраве.Втората причина е^ че за да бъде въведена информация за завършена ваксинационна схема без реално поставяне на ваксина^ двете дози при двудозовите ваксини и единствената доза при еднодозовите ваксини се изхвърлят^ като по този начин се причиняват финансови щети на държавата^ доколкото именно с публични средства се купуват ваксините. Макар и към момента цената за една доза да се пази официално в тайна^ по информация на Suddeutsche Zeitung^ NDR и WDR^ тя е 15^50 евро (за ваксината на Pfizer/BioNTech).Макар и на пръв поглед сумата да не е голяма^ предполагаемата материална щета за публичните средства за всеки фалшив сертификат^ генериран въз основа на информация за поставена двудозова ваксина^ ще струва на данъкоплатеца около 31 евро или 60^63 лв.В тази връзка^ изключително важно е да се преодолее възможността за издаване и използване на фалшиви сертификати за ваксиниране или тестване. Това може да се постигне^ на първо място^ чрез въвеждане на безплатни тестове и широка разяснителна кампания относно ползите и потенциалните вреди от ваксините.Едва на второ място^ пресичането на този вид деяния може да се постигне чрез приложението на принципа за генерална превенция^ осъществена въз основа ефективно разследване и успешно осъждане на извършителите.,20.07.21,https://www.dnevnik.bg/4234212/?device_view=full,0
Последиците от фалшивите сертификати за ваксиниране срещу COVID-19,Текстът е препубликуван от страницата на адвокат Силвия Петкова.Постепенното облекчаване на повечето рестриктивни мерки в полза на притежателите на цифров COVID сертификат на ЕС доведе до повишаване на търсенето на тези документи^ но на т. нар. черен пазар чрез получаване на фалшив сертификат за отрицателен резултат от проведено изследване или за извършена ваксинация. Една част от причините се корени във все още скъпите тестове^ срещу които може да се получи такъв документ^ а друга част - в антивакс настроенията.Още в началото на юни германската полиция сформира специални екипи^ които да отговарят за борбата с разрастващата се търговия с фалшиви сертификати за ваксиниране срещу COVID-19. В началото на юли пък бяха установени данни за продажба на такива сертификати в т.нар. тъмна мрежа. В зависимост от държавата на предлагане цените на сертификатите започват от 20 €^ когато с тях се удостоверява отрицателен резултат от тест и достигат до 100-150 €^ когато с тях се удостоверява извършена ваксинация.Предвид мащабите на темата ще разгледаме накратко наказателноправния аспект на издаването и използването на фалшив сертификат за ваксиниране срещу COVID-19.Предлагане на фалшив сертификат за ваксиниране с квалификация измамаВ практиката се среща възможността за предлагане (напр. чрез обява в интернет) издаването на фалшив сертификат за ваксиниране срещу COVID-19 в замяна на определена сума пари. В обичайния случай жертвата плаща поисканата сума^ но не получава сертификат.При тези обстоятелства квалифицирането на деянието е сравнително безпроблемно - налице е класическа измама^ която се наказва с лишаване от свобода от една до шест години. В зависимост от това дали предлагащият се е представил за длъжностно лице^ той самият е такова лице или има предварителен сговор между две и повече лица^ наказанието може да достигне до осем години лишаване от свобода.Издаване на фалшив сертификат за ваксиниране^ въз основа на информация^ въведена от лекарПо доста по-сложен начин стоят нещата^ когато бъде издаден фалшив сертификат за ваксиниране^ без реално да бъде поставена ваксина.Накратко^ механизмът за издаване на цифров COVID сертификат на ЕС^ удостоверяващ завършена ваксинационна схема^ е следният:1. Попълва се и се подписва форма за предоставяне на информирано съгласие от пациента^ спрямо когото ще се приложи ваксината.2. Поставя се ваксина.Завършването на ваксинационната схема става с поставянето на втората доза при двудозовите ваксини и поставянето на единствена доза при еднодозовите ваксини.3. Лекарят въвежда необходимата информация в Националната здравно - информационна система^ която автоматично генерира сертификат въз основа на тази информация.В някои лечебни заведения^ правомощия за въвеждане на тази информация имат техните ръководители^ а в други такова правомощие имат и лекарите^ които не изпълняват ръководни функции.Фалшив сертификат^ издаден въз основа на информация^ въведена от ръководител на лечебното заведениеЛекарите^ упражняващи ръководни функции^ са длъжностни лица по смисъла на закона. В някои лечебни заведения именно ръководителите на лечебните заведения^ в това си качество^ имат правомощие да въвеждат информация относно поставена ваксина.Както беше посочено^ при цифровите COVID сертификати на ЕС не е налице същинско издаване^ а единствено въвеждане на информация^ въз основа на която сертификатът се генерира автоматично. Именно поради тази причина според мен въвеждането на невярна информация за осъществено ваксиниране без реално поставяне на ваксина^ не може да се квалифицира като документно престъпление^ извършено от длъжностно лице.В случая следва да се приеме^ че е налице класическо престъпление по служба^ извършено чрез нарушаване на служебни задължения с цел набавяне на имотна облага^ от което могат да възникнат немаловажни последици. Наказанието в този случай е лишаване от свобода до пет години^ като законът предвижда възможност за лишаване от право за упражняване на лекарска професия.Фалшив сертификат^ издаден въз основа на информация^ въведена от редови лекарВ повечето лечебни заведения^ със заповед на техния ръководител^ са определени лекари^ които не упражняват ръководни функции^ да извършват ваксинация. Тези лекари не са длъжностни лица по смисъла на закона. Механизмът на издаване на цифров COVID сертификат на ЕС^ удостоверяващ извършена ваксинация^ остава същият^ съответно не е налице същинско издаване на този документ.В случая^ при въвеждане на информация за завършена ваксинационна схема^ без това реално да се е случило^ ще бъде налице невярно документиране чрез снабдяване на пациента с лъжливо свидетелство за състоянието на здравето му. Това деяние се наказва с лишаване от свобода до две години или с пробация.Подправка на издаден сертификат^ удостоверяващ извършено ваксиниранеСнабдяването с фалшив сертификат за ваксиниране чрез подправка на съдържанието на вече издаден такъв истински документ (например въвеждане на чуждо име) е много малко вероятно да възникне като практическа хипотеза. Основната причина за това е^ че всеки цифров COVID сертификат на ЕС съдържа уникален QR код^ който при разчитане показва пълната информация за конкретния сертификат - имената на пациента^ датите на ваксиниране и вида на поставената ваксина. Според представители на Информационно обслужване АД този QR код не е възможно да бъде фалшифициран^ т.е. установяването на подправката ще бъде относително елементарно^ а извършването на престъплението в този вид - доста наивно.Въпреки това^ обаче^ ако все пак бъде извършено в този вид^ деянието се наказва с лишаване от свобода до три години.Използване на фалшив сертификат за ваксиниранеВажно е да се знае^ че съзнателното използване на документ с невярно съдържание^ каквото би представлявало представянето на фалшив сертификат за ваксиниране пред^ например^ граничните власти^ също съставлява престъпление.Съзнателно използване е налице тогава^ когато притежателят на фалшив сертификат знае^ че в него са отразени неверни данни за здравословното му състояние. Наказанието е този случай ще бъде лишаване от свобода до две години или пробация.Престъпление ще е налице и тогава^ когато пациент предлага имотна облага на ръководител на лечебно заведение или на лекар^ който не упражнява ръководни функции^ за да му бъде генериран сертификат за извършена ваксинация^ без реално поставяне на ваксина.Проблемът с реалното ангажиране на наказателна отговорностНа пръв поглед изглежда^ че реализирането на наказателна отговорност за въвеждането на невярна информация и използването на генерирания въз основа на тази информация фалшив сертификат подлежи на безусловно наказване.В практиката обаче^ за да се постигне осъдителна присъда^ необходимо е да се съберат достатъчно убедителни данни^ че конкретно лице е извършило конкретно престъпление. В коментирания случай ключов момент за ангажирането на наказателна отговорност ще бъде доказването на обстоятелството^ че реално ваксина не е поставена.Единствената косвена индикация при възникнало съмнение за извършването на подобно деяние^ ще бъде резултатът от потенциален тест за формирани антитела. Казвам косвена^ тъй като липсата на антитела може да е налице и поради невъзможност на конкретния пациент да формира такива.От друга страна^ спорният характер на деянията и на техните субекти в изключителна степен затруднява правната им квалификация^ което може да доведе до повдигане на неправилно квалифицирани наказателни обвинения.В заключениеВъвеждането на невярна информация за извършена ваксинация^ въз основа на която се генерира фалшив сертификат и използването на такъв сертификат^ разкриват изключително висока степен на обществена опасност. Това е така^ най-малко^ поради две причини.Първата причина се разкрива в това^ че един субект^ за който няма реални данни относно липсата на заболяване или за наличието на приложен медикамент^ който в значителна степен го предпазва от заразяване^ сам по себе си представлява опасност за общественото здраве.Втората причина е^ че за да бъде въведена информация за завършена ваксинационна схема без реално поставяне на ваксина^ двете дози при двудозовите ваксини и единствената доза при еднодозовите ваксини се изхвърлят^ като по този начин се причиняват финансови щети на държавата^ доколкото именно с публични средства се купуват ваксините. Макар и към момента цената за една доза да се пази официално в тайна^ по информация на Suddeutsche Zeitung^ NDR и WDR^ тя е 15^50 евро (за ваксината на Pfizer/BioNTech).Макар и на пръв поглед сумата да не е голяма^ предполагаемата материална щета за публичните средства за всеки фалшив сертификат^ генериран въз основа на информация за поставена двудозова ваксина^ ще струва на данъкоплатеца около 31 евро или 60^63 лв.В тази връзка^ изключително важно е да се преодолее възможността за издаване и използване на фалшиви сертификати за ваксиниране или тестване. Това може да се постигне^ на първо място^ чрез въвеждане на безплатни тестове и широка разяснителна кампания относно ползите и потенциалните вреди от ваксините.Едва на второ място^ пресичането на този вид деяния може да се постигне чрез приложението на принципа за генерална превенция^ осъществена въз основа ефективно разследване и успешно осъждане на извършителите.,20.07.21,https://www.dnevnik.bg/4234212/?device_view=full,0
